Fecha,ID,Nombre,Hora Entrada,Hora Salida,Horas Trabajadas,Horas Extras,Ausente
2023-07-04,004,Laura Díaz,09:00,18:30,8.2,0.1999999999999993,No
2023-04-30,007,Manuel Longas,,,0.0,0.0,Sí
2023-02-23,012,Megan Fox,,,0.0,0.0,Sí
2023-03-02,007,Manuel Longas,08:00,18:00,7.7,0.0,No
2023-10-16,002,Ana Gómez,09:00,17:30,7.2,0.0,No
2023-03-18,011,Esperanza Gomez,09:00,17:30,8.8,0.8000000000000007,No
2023-10-27,011,Esperanza Gomez,08:00,18:30,8.2,0.1999999999999993,No
2023-07-29,002,Ana Gómez,08:15,17:30,7.4,0.0,No
2023-03-12,011,Esperanza Gomez,,,0.0,0.0,Sí
2023-08-25,001,Juan Pérez,09:00,18:00,7.8,0.0,No
2023-01-18,004,Laura Díaz,,,0.0,0.0,Sí
2023-06-10,004,Laura Díaz,,,0.0,0.0,Sí
2023-01-26,001,Juan Pérez,08:15,17:00,7.5,0.0,No
2023-11-10,002,Ana Gómez,09:00,18:00,7.3,0.0,No
2023-03-29,007,Manuel Longas,09:00,18:00,8.1,0.09999999999999964,No
2023-09-01,001,Juan Pérez,,,0.0,0.0,Sí
2023-12-23,003,Carlos Ruiz,09:00,17:00,7.4,0.0,No
2023-02-06,002,Ana Gómez,08:15,17:30,8.8,0.8000000000000007,No
2023-10-24,012,Megan Fox,,,0.0,0.0,Sí
2023-04-28,001,Juan Pérez,08:00,17:30,7.0,0.0,No
2023-06-22,009,Donal Trump,,,0.0,0.0,Sí
2023-06-07,007,Manuel Longas,08:15,18:00,7.9,0.0,No
2023-06-17,010,James Rodriguez,09:00,17:30,7.1,0.0,No
2023-02-26,004,Laura Díaz,09:00,17:00,8.7,0.6999999999999993,No
2023-07-27,012,Megan Fox,,,0.0,0.0,Sí
2023-01-23,002,Ana Gómez,,,0.0,0.0,Sí
2023-06-07,003,Carlos Ruiz,08:15,17:30,8.1,0.09999999999999964,No
2023-11-20,009,Donal Trump,08:15,18:00,8.8,0.8000000000000007,No
2023-10-06,001,Juan Pérez,08:15,18:00,8.2,0.1999999999999993,No
2023-10-05,007,Manuel Longas,08:00,18:30,7.6,0.0,No
2023-12-07,012,Megan Fox,08:00,18:30,8.4,0.40000000000000036,No
2023-02-01,011,Esperanza Gomez,08:00,18:30,8.2,0.1999999999999993,No
2023-02-22,004,Laura Díaz,,,0.0,0.0,Sí
2023-06-10,008,Dario Gomez,,,0.0,0.0,Sí
2023-03-21,002,Ana Gómez,,,0.0,0.0,Sí
2023-06-21,001,Juan Pérez,09:00,17:30,8.3,0.3000000000000007,No
2023-05-27,012,Megan Fox,08:00,17:30,8.5,0.5,No
2023-06-22,001,Juan Pérez,,,0.0,0.0,Sí
2023-05-16,001,Juan Pérez,,,0.0,0.0,Sí
2023-09-06,008,Dario Gomez,09:00,18:00,7.4,0.0,No
2023-02-24,005,Sofía Castillo,,,0.0,0.0,Sí
2023-02-25,001,Juan Pérez,09:00,18:30,8.9,0.9000000000000004,No
2023-10-12,011,Esperanza Gomez,08:15,17:30,8.6,0.5999999999999996,No
2023-08-02,002,Ana Gómez,09:00,18:30,7.5,0.0,No
2023-09-19,008,Dario Gomez,,,0.0,0.0,Sí
2023-11-10,012,Megan Fox,09:00,17:00,7.4,0.0,No
2023-04-03,012,Megan Fox,09:00,17:30,8.9,0.9000000000000004,No
2023-04-07,002,Ana Gómez,08:15,17:30,7.4,0.0,No
2023-01-04,010,James Rodriguez,09:00,17:30,7.5,0.0,No
2023-02-14,001,Juan Pérez,,,0.0,0.0,Sí
2023-08-24,007,Manuel Longas,,,0.0,0.0,Sí
2023-03-21,007,Manuel Longas,,,0.0,0.0,Sí
2023-04-04,010,James Rodriguez,,,0.0,0.0,Sí
2023-06-25,004,Laura Díaz,08:00,17:30,7.7,0.0,No
2023-08-26,010,James Rodriguez,09:00,18:30,8.4,0.40000000000000036,No
2023-09-02,001,Juan Pérez,08:15,18:00,8.4,0.40000000000000036,No
2023-07-24,009,Donal Trump,08:15,17:00,7.5,0.0,No
2023-12-17,008,Dario Gomez,09:00,18:30,7.1,0.0,No
2023-01-26,001,Juan Pérez,08:15,18:00,7.8,0.0,No
2023-10-06,001,Juan Pérez,,,0.0,0.0,Sí
2023-05-12,010,James Rodriguez,08:15,18:30,8.9,0.9000000000000004,No
2023-02-28,010,James Rodriguez,08:00,18:00,7.5,0.0,No
2023-12-03,007,Manuel Longas,08:15,17:00,8.8,0.8000000000000007,No
2023-10-26,001,Juan Pérez,08:00,17:00,7.8,0.0,No
2023-09-30,009,Donal Trump,,,0.0,0.0,Sí
2023-10-03,009,Donal Trump,,,0.0,0.0,Sí
2023-08-27,003,Carlos Ruiz,09:00,17:00,7.9,0.0,No
2023-09-26,010,James Rodriguez,09:00,18:30,7.3,0.0,No
2023-07-19,008,Dario Gomez,,,0.0,0.0,Sí
2023-07-08,001,Juan Pérez,08:00,18:00,7.4,0.0,No
2023-10-12,005,Sofía Castillo,08:15,18:00,7.9,0.0,No
2023-12-26,002,Ana Gómez,08:00,17:30,8.5,0.5,No
2023-01-14,001,Juan Pérez,09:00,18:30,7.9,0.0,No
2023-08-31,005,Sofía Castillo,09:00,18:30,8.3,0.3000000000000007,No
2023-04-15,004,Laura Díaz,08:00,18:30,7.1,0.0,No
2023-11-19,011,Esperanza Gomez,,,0.0,0.0,Sí
2023-06-15,012,Megan Fox,09:00,17:30,8.6,0.5999999999999996,No
2023-02-06,009,Donal Trump,08:00,18:00,8.5,0.5,No
2023-06-06,005,Sofía Castillo,08:15,18:00,7.0,0.0,No
2023-04-28,002,Ana Gómez,,,0.0,0.0,Sí
2023-07-27,002,Ana Gómez,08:00,18:30,7.3,0.0,No
2023-09-03,008,Dario Gomez,08:00,18:30,8.7,0.6999999999999993,No
2023-10-15,011,Esperanza Gomez,08:00,17:30,7.7,0.0,No
2023-12-07,005,Sofía Castillo,08:00,18:00,7.6,0.0,No
2023-08-28,001,Juan Pérez,08:15,17:00,7.3,0.0,No
2023-05-27,008,Dario Gomez,08:00,17:30,8.4,0.40000000000000036,No
2023-08-17,001,Juan Pérez,,,0.0,0.0,Sí
2023-02-04,008,Dario Gomez,08:15,17:30,7.7,0.0,No
2023-12-14,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-07-30,011,Esperanza Gomez,,,0.0,0.0,Sí
2023-07-10,002,Ana Gómez,08:15,18:00,7.6,0.0,No
2023-03-26,012,Megan Fox,09:00,18:30,8.3,0.3000000000000007,No
2023-02-08,011,Esperanza Gomez,08:00,17:00,7.6,0.0,No
2023-02-10,002,Ana Gómez,08:15,18:00,8.4,0.40000000000000036,No
2023-05-31,009,Donal Trump,09:00,18:30,8.9,0.9000000000000004,No
2023-09-02,008,Dario Gomez,09:00,17:30,8.1,0.09999999999999964,No
2023-05-29,010,James Rodriguez,,,0.0,0.0,Sí
2023-12-03,008,Dario Gomez,,,0.0,0.0,Sí
2023-06-01,003,Carlos Ruiz,08:15,18:00,9.0,1.0,No
2024-01-01,012,Megan Fox,09:00,18:00,7.2,0.0,No
2023-09-17,008,Dario Gomez,09:00,17:30,7.9,0.0,No
2023-04-10,009,Donal Trump,,,0.0,0.0,Sí
2023-04-21,007,Manuel Longas,09:00,18:00,8.6,0.5999999999999996,No
2023-05-27,001,Juan Pérez,08:15,17:30,8.0,0.0,No
2023-07-14,007,Manuel Longas,08:15,18:30,7.6,0.0,No
2023-02-23,003,Carlos Ruiz,08:00,17:00,8.5,0.5,No
2023-09-08,009,Donal Trump,08:00,17:30,7.4,0.0,No
2023-09-01,010,James Rodriguez,08:00,17:00,8.2,0.1999999999999993,No
2023-05-24,012,Megan Fox,,,0.0,0.0,Sí
2023-10-15,003,Carlos Ruiz,08:15,17:00,8.7,0.6999999999999993,No
2023-11-25,012,Megan Fox,08:00,18:00,7.4,0.0,No
2023-03-10,009,Donal Trump,08:15,17:00,7.8,0.0,No
2023-03-22,010,James Rodriguez,,,0.0,0.0,Sí
2023-08-28,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-12-14,008,Dario Gomez,09:00,17:30,9.0,1.0,No
2023-09-01,001,Juan Pérez,09:00,17:00,7.3,0.0,No
2023-03-04,005,Sofía Castillo,09:00,17:00,7.2,0.0,No
2023-02-18,007,Manuel Longas,09:00,17:30,8.7,0.6999999999999993,No
2023-10-27,009,Donal Trump,,,0.0,0.0,Sí
2023-04-26,011,Esperanza Gomez,08:00,17:30,7.8,0.0,No
2023-07-09,010,James Rodriguez,,,0.0,0.0,Sí
2023-03-08,007,Manuel Longas,08:00,17:00,8.5,0.5,No
2023-06-15,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-08-31,010,James Rodriguez,08:15,17:00,7.4,0.0,No
2023-12-18,001,Juan Pérez,08:15,17:00,8.3,0.3000000000000007,No
2023-03-28,011,Esperanza Gomez,08:15,17:00,7.7,0.0,No
2023-02-19,007,Manuel Longas,09:00,17:00,7.7,0.0,No
2023-04-07,005,Sofía Castillo,08:00,17:30,7.1,0.0,No
2023-07-01,004,Laura Díaz,,,0.0,0.0,Sí
2023-11-04,004,Laura Díaz,,,0.0,0.0,Sí
2023-06-29,004,Laura Díaz,08:15,17:30,8.8,0.8000000000000007,No
2023-01-13,009,Donal Trump,09:00,18:00,7.6,0.0,No
2023-04-29,002,Ana Gómez,08:15,18:30,8.0,0.0,No
2023-06-18,002,Ana Gómez,08:00,17:30,8.0,0.0,No
2023-08-16,001,Juan Pérez,08:00,17:30,7.5,0.0,No
2023-07-12,007,Manuel Longas,08:15,17:30,7.7,0.0,No
2023-05-24,011,Esperanza Gomez,,,0.0,0.0,Sí
2023-07-13,009,Donal Trump,08:15,18:00,7.0,0.0,No
2023-06-03,002,Ana Gómez,09:00,18:30,7.4,0.0,No
2023-09-03,011,Esperanza Gomez,08:15,18:30,8.8,0.8000000000000007,No
2023-03-19,005,Sofía Castillo,08:00,18:30,7.5,0.0,No
2023-08-20,001,Juan Pérez,08:15,17:00,7.8,0.0,No
2023-05-16,003,Carlos Ruiz,09:00,18:00,8.6,0.5999999999999996,No
2023-06-17,009,Donal Trump,09:00,17:30,7.6,0.0,No
2023-08-19,005,Sofía Castillo,08:00,17:30,7.9,0.0,No
2023-01-25,010,James Rodriguez,08:15,17:00,8.6,0.5999999999999996,No
2023-09-22,012,Megan Fox,08:15,17:30,8.3,0.3000000000000007,No
2023-11-16,003,Carlos Ruiz,09:00,18:00,8.4,0.40000000000000036,No
2023-11-23,012,Megan Fox,09:00,17:30,7.3,0.0,No
2023-06-16,009,Donal Trump,08:15,17:30,8.4,0.40000000000000036,No
2023-07-05,002,Ana Gómez,08:15,18:00,8.5,0.5,No
2023-06-08,012,Megan Fox,08:15,17:30,8.5,0.5,No
2023-11-04,001,Juan Pérez,,,0.0,0.0,Sí
2023-10-29,007,Manuel Longas,08:00,18:00,7.4,0.0,No
2023-04-05,001,Juan Pérez,,,0.0,0.0,Sí
2023-10-16,012,Megan Fox,08:15,18:00,7.8,0.0,No
2023-12-03,002,Ana Gómez,08:15,18:30,8.1,0.09999999999999964,No
2023-05-14,002,Ana Gómez,09:00,17:30,7.6,0.0,No
2023-03-08,009,Donal Trump,08:15,18:00,8.7,0.6999999999999993,No
2023-11-24,001,Juan Pérez,,,0.0,0.0,Sí
2023-08-15,008,Dario Gomez,08:15,17:30,7.3,0.0,No
2023-08-07,003,Carlos Ruiz,08:00,18:00,7.6,0.0,No
2023-05-28,012,Megan Fox,08:00,18:30,8.8,0.8000000000000007,No
2023-08-21,009,Donal Trump,08:15,18:00,8.4,0.40000000000000036,No
2023-09-25,002,Ana Gómez,09:00,18:30,7.8,0.0,No
2023-06-30,005,Sofía Castillo,09:00,17:30,8.2,0.1999999999999993,No
2023-02-04,004,Laura Díaz,08:15,17:30,7.0,0.0,No
2023-09-09,001,Juan Pérez,08:00,17:30,8.0,0.0,No
2023-11-07,001,Juan Pérez,08:00,17:00,7.5,0.0,No
2023-11-17,009,Donal Trump,08:15,18:30,7.3,0.0,No
2023-04-18,009,Donal Trump,08:00,18:00,8.3,0.3000000000000007,No
2023-07-11,008,Dario Gomez,09:00,18:00,8.6,0.5999999999999996,No
2023-12-26,001,Juan Pérez,09:00,17:00,7.0,0.0,No
2023-05-31,001,Juan Pérez,08:15,18:30,8.3,0.3000000000000007,No
2023-01-07,002,Ana Gómez,08:15,17:30,8.1,0.09999999999999964,No
2023-02-14,005,Sofía Castillo,09:00,17:00,7.9,0.0,No
2023-08-02,009,Donal Trump,,,0.0,0.0,Sí
2023-04-07,001,Juan Pérez,,,0.0,0.0,Sí
2023-12-02,012,Megan Fox,08:00,17:30,8.6,0.5999999999999996,No
2023-11-14,008,Dario Gomez,,,0.0,0.0,Sí
2023-07-02,008,Dario Gomez,08:00,18:00,8.0,0.0,No
2023-09-03,012,Megan Fox,08:15,18:30,7.3,0.0,No
2023-05-30,003,Carlos Ruiz,08:15,18:00,7.6,0.0,No
2023-09-15,011,Esperanza Gomez,09:00,18:30,7.8,0.0,No
2023-03-08,007,Manuel Longas,,,0.0,0.0,Sí
2023-02-09,007,Manuel Longas,08:00,17:30,8.1,0.09999999999999964,No
2023-03-03,012,Megan Fox,08:15,17:00,8.1,0.09999999999999964,No
2023-11-03,003,Carlos Ruiz,09:00,18:00,7.7,0.0,No
2023-11-12,012,Megan Fox,09:00,17:30,7.0,0.0,No
2023-07-20,007,Manuel Longas,08:00,17:30,7.6,0.0,No
2023-12-20,002,Ana Gómez,09:00,17:00,9.0,1.0,No
2023-02-03,011,Esperanza Gomez,08:15,17:30,8.8,0.8000000000000007,No
2023-07-25,011,Esperanza Gomez,09:00,17:00,8.9,0.9000000000000004,No
2023-05-19,001,Juan Pérez,08:00,17:30,7.1,0.0,No
2023-05-27,008,Dario Gomez,08:15,18:30,7.0,0.0,No
2023-05-18,002,Ana Gómez,08:15,17:00,8.3,0.3000000000000007,No
2023-07-14,002,Ana Gómez,,,0.0,0.0,Sí
2023-12-20,003,Carlos Ruiz,09:00,17:00,8.5,0.5,No
2023-01-05,004,Laura Díaz,09:00,17:00,7.2,0.0,No
2023-02-09,004,Laura Díaz,08:00,17:30,7.9,0.0,No
2023-08-28,012,Megan Fox,,,0.0,0.0,Sí
2023-05-18,007,Manuel Longas,,,0.0,0.0,Sí
2023-02-17,011,Esperanza Gomez,08:00,18:00,8.4,0.40000000000000036,No
2023-10-30,004,Laura Díaz,08:15,18:00,7.6,0.0,No
2023-06-25,009,Donal Trump,,,0.0,0.0,Sí
2023-09-08,004,Laura Díaz,09:00,17:00,8.1,0.09999999999999964,No
2023-11-21,001,Juan Pérez,08:00,18:30,7.2,0.0,No
2023-01-04,001,Juan Pérez,08:15,17:00,7.1,0.0,No
2023-06-12,001,Juan Pérez,09:00,17:30,8.8,0.8000000000000007,No
2023-12-13,001,Juan Pérez,,,0.0,0.0,Sí
2023-02-04,011,Esperanza Gomez,08:00,17:30,7.7,0.0,No
2023-09-17,005,Sofía Castillo,08:00,17:30,7.5,0.0,No
2023-06-22,007,Manuel Longas,08:00,18:30,7.4,0.0,No
2023-07-29,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-09-12,001,Juan Pérez,08:00,18:00,8.9,0.9000000000000004,No
2023-02-24,011,Esperanza Gomez,08:15,18:30,7.3,0.0,No
2023-05-03,010,James Rodriguez,,,0.0,0.0,Sí
2023-01-17,012,Megan Fox,08:00,18:30,8.9,0.9000000000000004,No
2023-09-22,002,Ana Gómez,08:00,18:30,8.8,0.8000000000000007,No
2023-11-04,011,Esperanza Gomez,09:00,17:30,7.4,0.0,No
2023-12-24,011,Esperanza Gomez,08:00,18:00,7.4,0.0,No
2023-07-31,012,Megan Fox,08:00,18:30,8.3,0.3000000000000007,No
2023-04-10,003,Carlos Ruiz,08:00,18:00,7.9,0.0,No
2023-10-13,009,Donal Trump,08:15,17:30,8.2,0.1999999999999993,No
2023-06-04,008,Dario Gomez,09:00,18:30,8.5,0.5,No
2023-08-30,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-07-03,001,Juan Pérez,,,0.0,0.0,Sí
2023-01-09,007,Manuel Longas,,,0.0,0.0,Sí
2023-03-15,005,Sofía Castillo,08:00,18:30,8.8,0.8000000000000007,No
2023-06-15,009,Donal Trump,,,0.0,0.0,Sí
2023-07-12,004,Laura Díaz,09:00,18:30,7.5,0.0,No
2023-09-08,002,Ana Gómez,09:00,18:30,8.9,0.9000000000000004,No
2023-01-20,003,Carlos Ruiz,08:00,18:00,8.8,0.8000000000000007,No
2023-11-19,003,Carlos Ruiz,08:00,17:00,8.1,0.09999999999999964,No
2023-04-27,005,Sofía Castillo,08:15,17:30,8.4,0.40000000000000036,No
2023-06-14,004,Laura Díaz,08:15,17:30,8.1,0.09999999999999964,No
2023-10-23,007,Manuel Longas,,,0.0,0.0,Sí
2023-05-27,009,Donal Trump,09:00,17:30,7.3,0.0,No
2023-12-08,004,Laura Díaz,08:00,17:00,8.6,0.5999999999999996,No
2023-01-20,007,Manuel Longas,09:00,18:30,8.6,0.5999999999999996,No
2023-10-01,001,Juan Pérez,08:15,18:00,7.1,0.0,No
2023-02-05,007,Manuel Longas,08:15,18:30,9.0,1.0,No
2023-05-11,009,Donal Trump,,,0.0,0.0,Sí
2023-07-16,012,Megan Fox,,,0.0,0.0,Sí
2023-05-20,004,Laura Díaz,,,0.0,0.0,Sí
2023-05-11,005,Sofía Castillo,,,0.0,0.0,Sí
2023-10-14,005,Sofía Castillo,08:15,18:00,8.9,0.9000000000000004,No
2023-06-27,002,Ana Gómez,,,0.0,0.0,Sí
2023-05-24,011,Esperanza Gomez,09:00,18:30,8.8,0.8000000000000007,No
2023-05-03,005,Sofía Castillo,,,0.0,0.0,Sí
2023-05-06,011,Esperanza Gomez,08:15,17:00,7.9,0.0,No
2023-07-08,002,Ana Gómez,08:00,18:00,7.7,0.0,No
2023-04-10,010,James Rodriguez,09:00,17:00,8.5,0.5,No
2023-02-18,003,Carlos Ruiz,08:00,17:00,8.8,0.8000000000000007,No
2023-06-16,009,Donal Trump,08:00,17:30,8.3,0.3000000000000007,No
2023-03-03,005,Sofía Castillo,08:00,17:00,7.2,0.0,No
2023-03-02,003,Carlos Ruiz,08:00,18:00,8.2,0.1999999999999993,No
2023-03-19,008,Dario Gomez,09:00,17:30,7.9,0.0,No
2023-05-28,001,Juan Pérez,09:00,18:30,7.2,0.0,No
2023-02-12,001,Juan Pérez,09:00,17:00,8.1,0.09999999999999964,No
2023-09-16,010,James Rodriguez,08:00,17:00,7.2,0.0,No
2023-06-02,009,Donal Trump,09:00,18:30,8.8,0.8000000000000007,No
2023-09-17,001,Juan Pérez,09:00,18:00,7.6,0.0,No
2023-03-28,003,Carlos Ruiz,09:00,18:30,8.4,0.40000000000000036,No
2023-06-18,002,Ana Gómez,08:15,18:00,7.8,0.0,No
2023-09-20,005,Sofía Castillo,09:00,18:00,7.1,0.0,No
2023-12-18,012,Megan Fox,08:00,18:30,8.8,0.8000000000000007,No
2023-11-23,011,Esperanza Gomez,08:00,18:00,7.3,0.0,No
2023-01-18,001,Juan Pérez,08:15,17:00,7.1,0.0,No
2023-01-04,007,Manuel Longas,,,0.0,0.0,Sí
2023-11-16,004,Laura Díaz,08:00,17:30,8.6,0.5999999999999996,No
2023-06-22,005,Sofía Castillo,08:00,18:30,8.5,0.5,No
2023-01-21,011,Esperanza Gomez,09:00,17:30,8.5,0.5,No
2023-12-24,004,Laura Díaz,08:15,17:00,7.4,0.0,No
2023-03-03,010,James Rodriguez,08:00,18:30,7.4,0.0,No
2023-11-09,005,Sofía Castillo,08:00,18:00,8.9,0.9000000000000004,No
2023-04-25,003,Carlos Ruiz,08:15,18:00,7.8,0.0,No
2023-09-17,010,James Rodriguez,08:00,18:30,7.7,0.0,No
2023-05-14,004,Laura Díaz,09:00,17:00,7.2,0.0,No
2023-04-11,002,Ana Gómez,09:00,17:30,8.0,0.0,No
2023-11-28,002,Ana Gómez,09:00,18:30,7.7,0.0,No
2023-01-25,012,Megan Fox,,,0.0,0.0,Sí
2023-07-29,011,Esperanza Gomez,09:00,17:30,7.2,0.0,No
2023-03-10,004,Laura Díaz,,,0.0,0.0,Sí
2023-08-09,002,Ana Gómez,09:00,18:00,8.6,0.5999999999999996,No
2023-02-10,007,Manuel Longas,09:00,18:30,8.3,0.3000000000000007,No
2023-04-01,003,Carlos Ruiz,08:00,17:00,7.7,0.0,No
2023-03-15,003,Carlos Ruiz,08:00,18:30,8.7,0.6999999999999993,No
2023-07-22,008,Dario Gomez,,,0.0,0.0,Sí
2023-03-13,010,James Rodriguez,,,0.0,0.0,Sí
2023-01-06,009,Donal Trump,08:15,18:00,8.3,0.3000000000000007,No
2023-09-21,010,James Rodriguez,08:00,18:00,8.2,0.1999999999999993,No
2023-04-23,011,Esperanza Gomez,,,0.0,0.0,Sí
2023-09-03,009,Donal Trump,09:00,18:30,8.7,0.6999999999999993,No
2023-12-23,005,Sofía Castillo,08:15,17:00,7.0,0.0,No
2023-08-25,002,Ana Gómez,08:00,18:00,7.6,0.0,No
2023-07-06,002,Ana Gómez,,,0.0,0.0,Sí
2023-07-15,009,Donal Trump,08:00,17:30,7.5,0.0,No
2023-01-13,008,Dario Gomez,,,0.0,0.0,Sí
2023-07-11,002,Ana Gómez,09:00,18:30,7.9,0.0,No
2023-12-28,004,Laura Díaz,,,0.0,0.0,Sí
2023-08-31,004,Laura Díaz,09:00,18:30,8.1,0.09999999999999964,No
2023-05-18,007,Manuel Longas,08:00,17:00,7.9,0.0,No
2023-02-05,011,Esperanza Gomez,08:00,18:30,7.7,0.0,No
2023-01-09,010,James Rodriguez,08:00,18:30,8.5,0.5,No
2023-02-21,012,Megan Fox,08:00,18:00,7.4,0.0,No
2023-05-30,004,Laura Díaz,09:00,18:30,7.2,0.0,No
2023-11-26,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-06-27,004,Laura Díaz,,,0.0,0.0,Sí
2023-03-19,012,Megan Fox,,,0.0,0.0,Sí
2023-10-29,010,James Rodriguez,08:15,17:30,7.4,0.0,No
2023-12-01,012,Megan Fox,08:00,18:00,7.6,0.0,No
2023-03-16,011,Esperanza Gomez,09:00,18:30,8.3,0.3000000000000007,No
2023-07-12,003,Carlos Ruiz,08:00,17:00,8.5,0.5,No
2023-02-04,012,Megan Fox,08:15,17:00,7.1,0.0,No
2023-03-02,004,Laura Díaz,08:15,18:30,8.1,0.09999999999999964,No
2023-04-19,010,James Rodriguez,,,0.0,0.0,Sí
2023-02-23,011,Esperanza Gomez,08:15,18:30,8.2,0.1999999999999993,No
2023-06-04,005,Sofía Castillo,,,0.0,0.0,Sí
2023-04-12,010,James Rodriguez,08:00,17:30,8.9,0.9000000000000004,No
2023-08-06,008,Dario Gomez,,,0.0,0.0,Sí
2023-03-01,001,Juan Pérez,,,0.0,0.0,Sí
2023-06-22,008,Dario Gomez,08:15,18:30,8.2,0.1999999999999993,No
2023-11-02,004,Laura Díaz,08:00,18:00,9.0,1.0,No
2023-08-14,012,Megan Fox,,,0.0,0.0,Sí
2023-06-29,010,James Rodriguez,08:00,17:30,7.3,0.0,No
2023-11-15,012,Megan Fox,08:00,18:00,8.8,0.8000000000000007,No
2023-07-25,002,Ana Gómez,08:15,17:30,7.7,0.0,No
2023-02-27,008,Dario Gomez,,,0.0,0.0,Sí
2023-01-11,002,Ana Gómez,,,0.0,0.0,Sí
2023-11-11,003,Carlos Ruiz,08:00,18:00,8.5,0.5,No
2023-12-29,012,Megan Fox,08:15,17:30,8.6,0.5999999999999996,No
2023-09-23,005,Sofía Castillo,09:00,17:00,8.6,0.5999999999999996,No
2023-11-18,001,Juan Pérez,09:00,17:30,7.8,0.0,No
2023-06-23,009,Donal Trump,08:15,18:30,8.7,0.6999999999999993,No
2023-07-15,012,Megan Fox,09:00,18:00,7.9,0.0,No
2023-09-07,003,Carlos Ruiz,08:00,17:30,8.9,0.9000000000000004,No
2023-12-16,001,Juan Pérez,,,0.0,0.0,Sí
2023-09-25,011,Esperanza Gomez,,,0.0,0.0,Sí
2023-05-15,007,Manuel Longas,08:15,17:30,7.3,0.0,No
2023-06-20,012,Megan Fox,09:00,17:30,7.7,0.0,No
2023-01-05,011,Esperanza Gomez,08:00,17:30,7.3,0.0,No
2023-06-17,003,Carlos Ruiz,09:00,17:30,7.1,0.0,No
2023-12-23,011,Esperanza Gomez,08:15,17:00,7.7,0.0,No
2023-05-15,007,Manuel Longas,09:00,18:00,8.4,0.40000000000000036,No
2023-03-21,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-02-18,003,Carlos Ruiz,08:00,17:30,7.9,0.0,No
2023-06-10,001,Juan Pérez,08:15,18:00,8.1,0.09999999999999964,No
2023-07-07,011,Esperanza Gomez,09:00,17:30,8.4,0.40000000000000036,No
2023-10-27,011,Esperanza Gomez,09:00,18:30,7.4,0.0,No
2023-09-02,009,Donal Trump,,,0.0,0.0,Sí
2023-12-15,003,Carlos Ruiz,08:00,17:30,8.7,0.6999999999999993,No
2023-10-10,009,Donal Trump,09:00,18:00,8.1,0.09999999999999964,No
2023-10-28,011,Esperanza Gomez,09:00,18:30,7.6,0.0,No
2023-04-21,001,Juan Pérez,08:00,18:00,7.4,0.0,No
2023-04-12,002,Ana Gómez,08:00,18:30,8.8,0.8000000000000007,No
2023-02-18,010,James Rodriguez,09:00,17:30,8.3,0.3000000000000007,No
2023-10-25,002,Ana Gómez,,,0.0,0.0,Sí
2023-03-08,010,James Rodriguez,08:15,17:00,8.4,0.40000000000000036,No
2023-07-03,009,Donal Trump,08:15,18:00,8.1,0.09999999999999964,No
2023-04-06,009,Donal Trump,08:15,18:30,8.4,0.40000000000000036,No
2023-04-13,001,Juan Pérez,08:15,18:00,8.4,0.40000000000000036,No
2023-12-23,005,Sofía Castillo,,,0.0,0.0,Sí
2023-05-02,005,Sofía Castillo,,,0.0,0.0,Sí
2023-12-02,012,Megan Fox,,,0.0,0.0,Sí
2023-11-18,010,James Rodriguez,09:00,17:00,8.6,0.5999999999999996,No
2023-05-04,001,Juan Pérez,09:00,18:30,8.0,0.0,No
2023-06-16,004,Laura Díaz,08:00,18:30,8.7,0.6999999999999993,No
2023-11-13,009,Donal Trump,09:00,18:30,7.7,0.0,No
2023-02-03,001,Juan Pérez,08:15,18:00,7.1,0.0,No
2023-07-15,002,Ana Gómez,08:15,18:30,8.1,0.09999999999999964,No
2023-10-18,002,Ana Gómez,09:00,17:00,7.9,0.0,No
2023-05-24,012,Megan Fox,09:00,18:00,8.1,0.09999999999999964,No
2023-06-24,002,Ana Gómez,09:00,17:00,7.4,0.0,No
2023-05-13,010,James Rodriguez,09:00,18:00,8.7,0.6999999999999993,No
2023-08-16,004,Laura Díaz,08:15,17:30,8.6,0.5999999999999996,No
2023-07-12,011,Esperanza Gomez,,,0.0,0.0,Sí
2023-05-04,002,Ana Gómez,09:00,17:00,8.0,0.0,No
2023-06-20,011,Esperanza Gomez,09:00,18:30,8.8,0.8000000000000007,No
2023-08-19,003,Carlos Ruiz,08:15,17:30,8.3,0.3000000000000007,No
2023-08-22,004,Laura Díaz,08:00,18:00,8.1,0.09999999999999964,No
2023-10-03,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-12-25,009,Donal Trump,09:00,18:00,7.0,0.0,No
2023-04-18,007,Manuel Longas,08:15,18:00,7.6,0.0,No
2023-01-10,011,Esperanza Gomez,09:00,18:00,7.5,0.0,No
2023-04-21,003,Carlos Ruiz,09:00,17:00,8.4,0.40000000000000036,No
2023-11-09,008,Dario Gomez,08:15,18:00,7.5,0.0,No
2023-08-12,008,Dario Gomez,08:15,17:00,7.4,0.0,No
2023-12-30,004,Laura Díaz,,,0.0,0.0,Sí
